区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,和平里四区 ,54.25平米,南 ,668,123134,房本满五年,简装,中楼层(共6层),1985年建,和平里四区,,-
东城,左安浦园 ,115.03平米,东南 西,799,69461,房本满五年,简装,低楼层(共18层),2004年建,左安浦园,,-
东城,东四块玉南街4号院 ,161.12平米,南 ,1550,96202,房本满五年,精装,高楼层(共6层),2002年建,东四块玉南街4号院,,-
东城,新景家园东区 ,59.65平米,,720,120705,房本满五年,其他,中楼层(共12层),2005年建,新景家园东区,,-
东城,朝阳首府 ,78.87平米,,770,97630,房本满五年,其他,低楼层(共15层),2009年建,朝阳首府,,-
东城,悠胜美苑 ,147.76平米,东,826,55902,房本满五年,简装,高楼层(共18层),2001年建,悠胜美苑,,-
东城,天坛公馆 ,195.82平米,南 ,2690,137372,房本满五年,精装,低楼层(共6层),2003年建,天坛公馆,,-
东城,长安太和 ,229.85平米,东,3050,132696,房本满五年,精装,高楼层(共24层),2012年建,长安太和,,-
东城,贡院六号 ,222.07平米,南 ,1979,89117,房本满五年,简装,低楼层(共22层),2002年建,贡院六号,,-
东城,东花市北里中区 ,137.21平米,南 ,1180,86000,房本满五年,精装,顶层(共5层),1990年建,东花市北里中区,,-
东城,新世界家园 ,228.22平米,南 ,2480,108668,房本满五年,简装,顶层(共7层),2001年建,新世界家园,,-
东城,万国城MOMA ,303.61平米,南 西 ,2900,95518,房本满五年,精装,中楼层(共26层),2005年建,万国城MOMA,,-
东城,雅宝公寓 ,225.11平米,南 ,1960,87069,房本满五年,精装,高楼层(共7层),1999年建,雅宝公寓,,-
东城,华府景园 ,202.54平米,南 ,1780,87884,房本满五年,精装,中楼层(共12层),2001年建,华府景园,,-
东城,东中街 ,200.77平米,南 ,1798,89556,房本满五年,精装,中楼层(共9层),1996年建,东中街,,-
东城,雅安国际公寓 ,131.58平米,西北 东,1030,78280,房本满五年,简装,中楼层(共19层),2005年建,雅安国际公寓,,-
东城,革新南路2号院 ,36.94平米,东,310,83920,房本满五年,简装,低楼层(共21层),1980年建,革新南路2号院,,-
东城,望陶园小区 ,88.96平米,西,618,69470,房本满五年,简装,低楼层(共18层),2001年建,望陶园小区,,-
东城,三秀涵雅 ,106.9平米,东,928,86811,房本满五年,精装,中楼层(共18层),2000年建,三秀涵雅,,-
东城,西总布胡同 ,50.36平米,西,547,108618,房本满五年,简装,高楼层(共6层),1997年建,西总布胡同,,-
东城,兴化西里 ,61.98平米,,595,95999,房本满五年,精装,中楼层(共4层),1976年建,兴化西里,,-
东城,豆瓣胡同 ,47.99平米,,650,135445,房本满五年,简装,低楼层(共21层),2003年建,豆瓣胡同,,-
东城,国瑞城中区 ,58.63平米,,575,98073,房本满五年,简装,低楼层(共16层),2006年建,国瑞城中区,,-
东城,幸福家园二期 ,65.6平米,西,720,109757,,精装,中楼层(共13层),2003年建,幸福家园二期,,-
东城,东直门内大街 ,64.89平米,南 ,640,98629,,毛坯,中楼层(共12层),2003年建,东直门内大街,,-
东城,湖景苑 ,84.57平米,南 ,850,100509,,精装,低楼层(共10层),2000年建,湖景苑,,-
东城,永铁苑 ,90.01平米,西,578,64216,,简装,顶层(共22层),2000年建,永铁苑,,-
东城,东环居苑 ,63.45平米,,480,75651,,简装,中楼层(共22层),2004年建,东环居苑,,-
东城,朝阳首府 ,86.99平米,东,710,81619,房本满五年,简装,高楼层(共15层),2009年建,朝阳首府,,-
东城,新景家园西区 ,93.1平米,,890,95597,房本满五年,简装,低楼层(共12层),2001年建,新景家园西区,,-
东城,北河沿大街 ,62.52平米,东 ,685,109565,房本满五年,简装,低楼层(共6层),1989年建,北河沿大街,,-
东城,长安太和 ,105.21平米,,968,92007,房本满五年,精装,低楼层(共24层),2012年建,长安太和,,-
东城,豆瓣胡同 ,71.59平米,,845,118034,房本满五年,简装,高楼层(共12层),2003年建,豆瓣胡同,,-
东城,新景家园西区 ,58.45平米,,588,100599,房本满五年,简装,低楼层(共16层),2004年建,新景家园西区,,-
东城,东直门外小街8号院 ,64.74平米,东 ,498,76924,房本满五年,毛坯,顶层(共6层),1996年建,东直门外小街8号院,,-
东城,赵堂子胡同 ,76.06平米,南 ,790,103866,房本满五年,精装,低楼层(共12层),2003年建,赵堂子胡同,,-
东城,新景家园西区 ,58.46平米,,587,100411,房本满五年,简装,顶层(共17层),2004年建,新景家园西区,,-
东城,安化北里 ,36.66平米,,400,109111,房本满五年,精装,顶层(共5层),1980年建,安化北里,,-
东城,城市亮点 ,47.11平米,,392,83210,房本满五年,精装,中楼层(共12层),2004年建,城市亮点,,-
东城,国瑞城中区 ,52.13平米,,495,94955,房本满五年,简装,低楼层(共16层),2006年建,国瑞城中区,,-
东城,新景家园西区 ,58.45平米,,619,105903,房本满五年,精装,中楼层(共16层),2004年建,新景家园西区,,-
东城,法华南里 ,47.56平米,,425,89361,房本满五年,简装,低楼层(共6层),1994年建,法华南里,,-
东城,本家润园三期 ,56.93平米,,550,96610,房本满五年,精装,顶层(共18层),2005年建,本家润园三期,,-
东城,富贵园一区 ,88.22平米,南 ,1080,122422,房本满五年,简装,低楼层(共12层),2004年建,富贵园一区,,-
东城,永定门东街西里 ,71.77平米,东 ,540,75241,房本满五年,简装,中楼层(共6层),1974年建,永定门东街西里,,-
东城,和平里六区 ,66.77平米,,760,113824,房本满五年,精装,低楼层(共18层),1993年建,和平里六区,,-
东城,民旺园 ,63.07平米,,620,98304,房本满五年,简装,高楼层(共9层),1996年建,民旺园,,-
东城,远洋德邑 ,110.95平米,西,870,78414,房本满五年,简装,高楼层(共22层),2002年建,远洋德邑,,-
东城,东河沿 ,108.18平米,南 ,1120,103532,房本满五年,其他,顶层(共6层),1990年建,东河沿,,-
东城,东营房九条 ,55.65平米,东 ,485,87152,房本满五年,简装,顶层(共6层),1988年建,东营房九条,,-
东城,金桥国际 ,63.35平米,,545,86030,房本满五年,精装,高楼层(共27层),2004年建,金桥国际,,-
东城,安外东河沿 ,65.03平米,南 ,660,101492,房本满五年,简装,底层(共6层),1989年建,安外东河沿,,-
东城,赵堂子胡同 ,46.34平米,,460,99267,房本满五年,精装,中楼层(共6层),1990年建,赵堂子胡同,,-
东城,金世纪嘉园 ,60.4平米,东,455,75332,房本满五年,简装,中楼层(共21层),2005年建,金世纪嘉园,,-
东城,海运仓小区 ,64.68平米,西,700,108226,房本满五年,简装,中楼层(共6层),2002年建,海运仓小区,,-
东城,礼士胡同甲66号院 ,79.13平米,南 西 ,941,118919,,简装,中楼层(共5层),1980年建,礼士胡同甲66号院,,-
东城,望陶园小区 ,134.11平米,东,765,57043,,简装,低楼层(共18层),1999年建,望陶园小区,,-
东城,青年湖东里 ,72.53平米,东南 ,730,100649,,简装,底层(共6层),1982年建,青年湖东里,,-
东城,安德路47号院 ,84.09平米,南 ,780,92758,房本满五年,简装,中楼层(共6层),1990年建,安德路47号院,,-
东城,东总布胡同 ,73.59平米,南 ,759,103140,房本满五年,精装,低楼层(共6层),1990年建,东总布胡同,,-
东城,东直门内北小街16号 ,90.38平米,东 南 ,830,91835,房本满五年,简装,底层(共10层),2003年建,东直门内北小街16号,,-
东城,左安漪园 ,88.88平米,,750,84384,房本满五年,简装,低楼层(共15层),2004年建,左安漪园,,-
东城,国瑞城西区 ,251.13平米,南 ,2350,93578,房本满五年,精装,中楼层(共16层),2009年建,国瑞城西区,,-
东城,新世界家园 ,163.81平米,南 ,2250,137355,房本满五年,精装,中楼层(共12层),2004年建,新世界家园,,-
东城,东花市北里中区 ,95.24平米,南 ,867,91034,房本满五年,精装,底层(共6层),1994年建,东花市北里中区,,-
东城,恒基中心 ,168.41平米,西,1130,67099,房本满五年,简装,中楼层(共23层),1997年建,恒基中心,,-
东城,南水关 ,63.72平米,,570,89454,房本满五年,精装,底层(共14层),1989年建,南水关,,-
东城,春秀路 ,79.58平米,南 ,725,91104,房本满五年,精装,顶层(共6层),1998年建,春秀路,,-
东城,左安浦园 ,97.55平米,,770,78934,房本满五年,简装,低楼层(共14层),2004年建,左安浦园,,-
东城,海运仓小区 ,87.27平米,西,890,101983,房本满五年,其他,底层(共7层),2003年建,海运仓小区,,-
东城,和平里六区 ,75.46平米,南 ,780,103367,房本满五年,简装,中楼层(共18层),1993年建,和平里六区,,-
东城,朝阳门南小街 ,79.67平米,,749,94013,房本满五年,简装,中楼层(共9层),2004年建,朝阳门南小街,,-
东城,朝内大街203号院 ,65.78平米,南 ,795,120858,房本满五年,毛坯,底层(共6层),1986年建,朝内大街203号院,,-
东城,朝阳门南小街 ,84.7平米,东 ,866,102244,房本满五年,简装,中楼层(共16层),2004年建,朝阳门南小街,,-
东城,和平里七区 ,77.23平米,南 ,790,102292,房本满五年,简装,底层(共4层),1979年建,和平里七区,,-
东城,海晟名苑南区 ,144.26平米,东,1800,124775,房本满五年,精装,低楼层(共22层),2003年建,海晟名苑南区,,-
东城,左安漪园 ,118.53平米,东 ,960,80993,房本满五年,精装,低楼层(共15层),2004年建,左安漪园,,-
东城,新景家园西区 ,123.32平米,西,1198,97146,房本满五年,精装,低楼层(共12层),2001年建,新景家园西区,,-
东城,和平新城一期 ,126.38平米,东,1300,102865,房本满五年,精装,中楼层(共20层),2003年建,和平新城一期,,-
东城,恒基中心 ,160.56平米,西,990,61660,房本满五年,精装,中楼层(共23层),1997年建,恒基中心,,-
东城,广渠家园 ,74.99平米,南 ,630,84012,房本满五年,精装,中楼层(共29层),2009年建,广渠家园,,-
东城,琉璃井路 ,92.69平米,南 西 ,598,64517,,简装,低楼层(共12层),1983年建,琉璃井路,,-
东城,巷上嘉园 ,144.33平米,东 南 ,1490,103236,,精装,顶层(共12层),2005年建,巷上嘉园,,-
东城,新奥洋房 ,75.64平米,,585,77341,,精装,高楼层(共11层),2006年建,新奥洋房,,-
东城,豆瓣胡同 ,71.63平米,,880,122854,,简装,高楼层(共21层),2003年建,豆瓣胡同,,-
东城,朗家胡同24号院 ,53.32平米,南 ,580,108778,,精装,中楼层(共6层),1977年建,朗家胡同24号院,,-
东城,新景家园西区 ,123.35平米,南 ,1180,95663,,精装,中楼层(共12层),2001年建,新景家园西区,,-
东城,新中西街 ,75.4平米,南 ,669,88727,,简装,高楼层(共7层),1990年建,新中西街,,-
东城,绿景馨园 ,76.75平米,东 南 ,790,102932,房本满五年,精装,顶层(共6层),2004年建,绿景馨园,,-
东城,东方银座 ,140.48平米,东 ,990,70473,房本满五年,简装,中楼层(共26层),2003年建,东方银座,,-
东城,幸福家园一期 ,118.85平米,南 ,1370,115272,房本满五年,精装,低楼层(共14层),2002年建,幸福家园一期,,-
东城,官书院 ,99.01平米,南 ,1170,118170,房本满五年,精装,中楼层(共6层),1999年建,官书院,,-
东城,凯景铭座 ,156.2平米,西,1192,76313,房本满五年,精装,低楼层(共19层),2001年建,凯景铭座,,-
东城,春秀路 ,78.67平米,南 ,665,84531,房本满五年,简装,低楼层(共6层),1998年建,春秀路,,-
东城,西营房 ,102.88平米,东,895,86995,房本满五年,精装,中楼层(共16层),2006年建,西营房,,-
东城,胡家园小区 ,64.75平米,东 ,615,94981,房本满五年,简装,底层(共16层),1991年建,胡家园小区,,-
东城,革新南路2号院 ,79.88平米,东 南 ,555,69480,房本满五年,简装,顶层(共21层),1980年建,革新南路2号院,,-
东城,胡家园小区 ,48.36平米,东,513,106080,房本满五年,简装,底层(共6层),1985年建,胡家园小区,,-
东城,左安浦园 ,114.52平米,南 ,830,72477,房本满五年,简装,中楼层(共16层),2004年建,左安浦园,,-
东城,金鱼池西区 ,112.66平米,南 ,890,78999,房本满五年,精装,中楼层(共5层),2002年建,金鱼池西区,,-
东城,阳光都市 ,145.34平米,东,1268,87244,房本满五年,简装,高楼层(共24层),2000年建,阳光都市,,-
东城,朝阳门南小街 ,74.55平米,东 ,720,96580,房本满五年,简装,高楼层(共9层),2004年建,朝阳门南小街,,-
东城,绿景苑 ,89.28平米,,815,91286,房本满五年,简装,高楼层(共18层),2002年建,绿景苑,,-
东城,左安溪园 ,170.25平米,西,1595,93686,房本满五年,精装,高楼层(共16层),2007年建,左安溪园,,-
东城,南竹杆胡同 ,91.96平米,南 ,899,97760,房本满五年,简装,中楼层(共16层),2003年建,南竹杆胡同,,-
东城,永康胡同5号院 ,79.82平米,南 ,1030,129041,房本满五年,简装,中楼层(共5层),1982年建,永康胡同5号院,,-
东城,国祥胡同4号院 ,56.73平米,南 ,640,112816,房本满五年,简装,顶层(共5层),1988年建,国祥胡同4号院,,-
东城,国瑞城中区 ,69.34平米,,700,100952,房本满五年,精装,中楼层(共16层),2006年建,国瑞城中区,,-
东城,保利蔷薇 ,96.17平米,东,1065,110742,房本满五年,精装,顶层(共16层),2007年建,保利蔷薇,,-
东城,万国城MOMA ,115.64平米,东,1300,112418,房本满五年,简装,高楼层(共26层),2002年建,万国城MOMA,,-
东城,民安小区东直门北中街 ,71.17平米,,720,101167,房本满五年,精装,低楼层(共11层),2002年建,民安小区东直门北中街,,-
东城,胡家园小区 ,60.85平米,,595,97782,房本满五年,简装,高楼层(共10层),2000年建,胡家园小区,,-
东城,华龙美晟 ,78.24平米,,565,72214,房本满五年,精装,高楼层(共12层),2009年建,华龙美晟,,-
东城,华冠丽景 ,169.11平米,南 ,1758,103957,房本满五年,精装,底层(共8层),2003年建,华冠丽景,,-
东城,北京上舍 ,134.93平米,东,1350,100052,,精装,高楼层(共15层),2008年建,北京上舍,,-
东城,新怡家园 ,148.7平米,南 西 ,1980,133155,,精装,低楼层(共13层),2006年建,新怡家园,,-
东城,东后河沿 ,202.06平米,东 南 西 ,1590,78690,,精装,底层(共16层),1999年建,东后河沿,,-
东城,大羊宜宾胡同35号院 ,72.41平米,南 ,739,102058,,精装,低楼层(共6层),1988年建,大羊宜宾胡同35号院,,-
东城,体育馆西路2号院 ,60.44平米,东 ,535,88518,房本满五年,简装,高楼层(共6层),1990年建,体育馆西路2号院,,-
东城,富贵园四区 ,134.87平米,南 ,1550,114926,房本满五年,精装,中楼层(共12层),2006年建,富贵园四区,,-
东城,华冠丽景 ,229.68平米,南 ,3200,139325,房本满五年,精装,高楼层(共8层),2003年建,华冠丽景,,-
东城,天天家园 ,148.39平米,南 ,978,65908,房本满五年,精装,高楼层(共11层),2002年建,天天家园,,-
东城,新世界家园 ,175.93平米,南 ,1988,113000,房本满五年,简装,中楼层(共10层),2001年建,新世界家园,,-
东城,安贞苑50号院 ,87.51平米,南 ,900,102846,房本满五年,简装,中楼层(共6层),1996年建,安贞苑50号院,,-
东城,华龙美晟 ,77.34平米,,495,64004,房本满五年,精装,底层(共12层),2009年建,华龙美晟,,-
东城,民安小区东扬威街 ,70.83平米,,760,107300,房本满五年,简装,中楼层(共12层),2002年建,民安小区东扬威街,,-
东城,本家润园三期 ,70.3平米,,646,91892,房本满五年,简装,低楼层(共18层),2005年建,本家润园三期,,-
东城,国瑞城中区 ,65.99平米,,670,101531,房本满五年,精装,中楼层(共16层),2006年建,国瑞城中区,,-
东城,和平新城一期 ,63.29平米,,615,97172,房本满五年,简装,低楼层(共19层),2003年建,和平新城一期,,-
东城,左安漪园 ,90.2平米,西,766,84923,房本满五年,精装,中楼层(共15层),2004年建,左安漪园,,-
东城,六铺炕 ,68.8平米,东 ,730,106105,房本满五年,简装,底层(共5层),1980年建,六铺炕,,-
东城,东四北大街 ,73.44平米,东 ,652,88780,房本满五年,简装,中楼层(共12层),1992年建,东四北大街,,-
东城,法华南里 ,64.84平米,东 ,545,84054,房本满五年,简装,顶层(共6层),1991年建,法华南里,,-
东城,火桥北里 ,76.95平米,,545,70826,房本满五年,简装,顶层(共9层),1992年建,火桥北里,,-
东城,东城逸墅 ,158.35平米,南 ,1550,97885,房本满五年,精装,中楼层(共7层),2009年建,东城逸墅,,-
东城,贡院六号 ,303.85平米,南 ,2580,84911,房本满五年,精装,高楼层(共22层),2002年建,贡院六号,,-
